4,پرست,0.03571428571428571
4,خواه,0.0335195530726257
4,خانه,1.0
4,شناس,0.1875
4,واره,0.0
4,باره,0.06666666666666667
4,ستان,0.012987012987012988
4,آگین,1.0
4,بوال,0.0
4,پذیر,0.02631578947368421
4,گسار,0.011904761904761904
4,نشین,1.0
4,گرا,1.0
4,سیر,0.0
4,نما,0.0
4,لاخ,0.0
4,بار,0.0379746835443038
4,دیس,0.0
4,آسا,0.0
4,وند,0.00423728813559322
4,مان,0.006984866123399301
4,کرد,0.24
4,طلب,0.0
4,دار,0.00234009360374415
4,بود,0.17647058823529413
4,بلا,0.0
4,باز,0.023255813953488372
4,ابر,0.16666666666666666
4,باز,0.023255813953488372
4,بار,0.0379746835443038
4,سرا,0.0
4,درد,0.047619047619047616
4,دان,6.657789613848203E-4
4,خیز,0.0
4,ساز,0.09090909090909091
4,گین,0.007874015748031496
4,گری,0.024691358024691357
4,این,0.02564102564102564
4,گار,0.0035650623885918
4,گان,0.013605442176870748
4,سار,0.012711864406779662
4,زار,0.002178649237472767
4,دان,6.657789613848203E-4
4,گون,0.058823529411764705
4,وار,0.008830022075055188
4,بان,0.010526315789473684
4,مند,0.002717391304347826
4,انه,0.0044444444444444444
4,کده,0.03333333333333333
4,کار,0.007075471698113208
4,گاه,0.008064516129032258
4,سان,0.09090909090909091
4,یان,0.007900677200902935
4,تاک,0.0
4,ینه,0.05405405405405406
4,جو,0.4
4,گی,0.004418262150220913
4,یش,0.009830693610049153
4,لا,0.0
4,یت,0.38095238095238093
4,نا,0.00392156862745098
4,چی,0.07692307692307693
4,گر,0.0022099447513812156
4,ان,8.4E-4
4,هم,0.3333333333333333
4,ای,0.005965697240865026
4,وش,0.0017346053772766695
4,کی,0.019867549668874173
4,سا,0.14285714285714285
4,ند,0.0019850537132181222
4,ار,0.0011370096645821489
4,ور,0.0025591810620601407
4,وی,0.007473841554559043
4,اک,0.0
4,بر,0.047619047619047616
4,چه,0.015873015873015872
4,نا,0.00392156862745098
4,ور,0.0025591810620601407
4,ک,0.0011614401858304297
4,ن,2.447381302006853E-4
4,ا,0.0
4,و,0.0012531328320802004
4,ی,3.948110547095319E-4
5,پرست,0.25
5,خواه,0.3055555555555556
5,خانه,0.08139534883720931
5,شناس,0.2857142857142857
5,واره,0.06896551724137931
5,باره,0.21428571428571427
5,ستان,0.040783034257748776
5,آگین,0.0
5,بوال,0.0
5,پذیر,0.1111111111111111
5,گسار,0.0
5,نشین,0.02
5,گرا,0.0
5,سیر,0.125
5,نما,0.3
5,لاخ,0.0
5,بار,0.03940886699507389
5,دیس,0.0
5,آسا,0.0
5,وند,0.030534351145038167
5,مان,0.019008264462809916
5,کرد,0.23076923076923078
5,طلب,1.0
5,دار,0.0196078431372549
5,بود,1.0
5,بلا,0.18181818181818182
5,باز,0.06153846153846154
5,ابر,0.0
5,باز,0.06153846153846154
5,بار,0.03940886699507389
5,سرا,0.0
5,درد,0.14285714285714285
5,دان,0.005676442762535478
5,خیز,0.027777777777777776
5,ساز,0.15384615384615385
5,گین,0.029069767441860465
5,گری,0.02112676056338028
5,این,0.0
5,گار,0.043209876543209874
5,گان,0.05183585313174946
5,سار,0.012269938650306749
5,زار,0.004484304932735426
5,دان,0.005676442762535478
5,گون,0.09433962264150944
5,وار,0.06353591160220995
5,بان,0.013089005235602094
5,مند,0.19101123595505617
5,انه,0.03533906399235912
5,کده,0.038461538461538464
5,کار,0.017857142857142856
5,گاه,0.07668711656441718
5,سان,0.029850746268656716
5,یان,0.05589430894308943
5,تاک,0.0
5,ینه,0.03125
5,جو,0.14035087719298245
5,گی,0.0197869101978691
5,یش,0.02149532710280374
5,لا,0.015037593984962405
5,یت,0.14788732394366197
5,نا,0.027777777777777776
5,چی,0.1111111111111111
5,گر,9.074410163339383E-4
5,ان,9.002806757400836E-4
5,هم,0.02875399361022364
5,ای,0.0019230769230769232
5,وش,0.01721664275466284
5,کی,0.03314917127071823
5,سا,0.09302325581395349
5,ند,0.0064516129032258064
5,ار,0.00117820324005891
5,ور,0.010071942446043165
5,وی,0.006887052341597796
5,اک,0.06428571428571428
5,بر,0.004784688995215311
5,چه,0.011811023622047244
5,نا,0.027777777777777776
5,ور,0.010071942446043165
5,ک,2.623983206507478E-4
5,ن,0.0
5,ا,7.712478790683326E-5
5,و,0.0
5,ی,1.6360921937951203E-4
6,پرست,1.0
6,خواه,0.09433962264150944
6,خانه,0.3
6,شناس,0.46153846153846156
6,واره,0.0
6,باره,0.09090909090909091
6,ستان,0.028409090909090908
6,آگین,1.0
6,بوال,0.0
6,پذیر,0.14285714285714285
6,گسار,0.0
6,نشین,0.5
6,گرا,0.0
6,سیر,0.0
6,نما,1.0
6,لاخ,0.0
6,بار,0.046153846153846156
6,دیس,1.0
6,آسا,0.0
6,وند,0.01875
6,مان,0.003629764065335753
6,کرد,0.0
6,طلب,0.0
6,دار,0.00966183574879227
6,بود,0.05555555555555555
6,بلا,0.0
6,باز,0.08
6,ابر,0.0
6,باز,0.08
6,بار,0.046153846153846156
6,سرا,0.0
6,درد,0.0
6,دان,0.0024691358024691358
6,خیز,0.18181818181818182
6,ساز,0.0392156862745098
6,گین,0.0
6,گری,0.08695652173913043
6,این,0.022222222222222223
6,گار,0.02054794520547945
6,گان,0.05078125
6,سار,0.024390243902439025
6,زار,0.03389830508474576
6,دان,0.0024691358024691358
6,گون,0.056338028169014086
6,وار,0.02912621359223301
6,بان,0.024875621890547265
6,مند,0.04216867469879518
6,انه,0.021621621621621623
6,کده,0.15384615384615385
